"","miRNA","mRNA","PCC.cor","p_value","adjusted_p_value","score","energy","query_start_end","subject_start_end","total_bp_shared","query_similar","subject_similar"
"126","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g47099.t1",0.868626058762055,0.00512464973011412,0.0774747441797108,150,-25.42,"2 23","836 857",21,"66.67%","76.19%"
"127","Montipora_capitata_HIv3___Scaffold_2_123667","Montipora_capitata_HIv3___RNAseq.g24574.t1",0.966245822611354,9.37265728359573e-05,0.0293001180375527,178,-21.97,"2 23","946 970",21,"76.19%","85.71%"
"128","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.19931_t",-0.771193252694645,0.0250427194612464,0.145818889033657,146,-22,"2 24","636 659",24,"62.50%","70.83%"
"129","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g16009.t1",-0.773892087952062,0.0242201482970844,0.143769626287527,156,-25.62,"2 19","168 190",17,"76.47%","82.35%"
"130","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g31868.t2",0.710915256503891,0.0480592355822985,0.196376927432634,169,-24.69,"2 22","224 244",20,"80.00%","90.00%"
"131","Montipora_capitata_HIv3___Scaffold_6_396712","Montipora_capitata_HIv3___RNAseq.g7892.t1",0.714733371990091,0.0463271330705712,0.193000480686694,155,-25.18,"2 23","149 179",27,"66.67%","74.07%"
"132","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g41517.t1",0.738221524593838,0.0365037138498953,0.17276832258302,158,-23.64,"2 21","250 275",23,"69.57%","78.26%"
"133","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g41517.t1",0.740276216308639,0.0357113498262561,0.171060230773948,158,-27.65,"2 21","250 275",23,"69.57%","78.26%"
"134","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g5667.t1",0.731427892560744,0.039199530712029,0.178634123710456,142,-23.44,"2 14","643 663",12,"83.33%","83.33%"
"135","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g455.t1",0.785162695670692,0.0209669060956386,0.134991996197,156,-20.61,"2 22","936 959",21,"66.67%","76.19%"
"136","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g455.t1",0.785162695670692,0.0209669060956386,0.134991996197,181,-24.69,"2 22","959 981",20,"80.00%","90.00%"
"137","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g8528.t1",0.902060688732466,0.00217947448770444,0.0586910495244409,161,-21.65,"2 23","893 917",22,"68.18%","77.27%"
"138","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g8528.t1",0.761439433428431,0.0281587407699251,0.15354499390006,154,-20.73,"2 21","302 329",24,"66.67%","75.00%"
"139","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g30775.t1",0.768057231808657,0.026019992547136,0.148259155569355,152,-20.93,"2 22","528 554",24,"62.50%","70.83%"
"140","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g11887.t1",0.821830209227502,0.0123176354490558,0.108003077501497,173,-21.3,"2 22","207 229",20,"75.00%","85.00%"
"141","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g48456.t1",0.850425003552638,0.00745555260312091,0.0889183090956021,164,-20.2,"2 23","358 380",21,"71.43%","80.95%"
"142","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g37596.t1",0.891201939431901,0.00296261247349978,0.0644487021952429,177,-27.95,"2 22","792 814",20,"75.00%","90.00%"
"143","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g9523.t1",-0.784219157326096,0.0212281293836641,0.135749275013286,148,-23.9,"2 13","137 155",11,"81.82%","90.91%"
"144","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___TS.g6228.t1",0.9149508089724,0.00144154535739759,0.0520249130970475,141,-20.29,"2 12","661 683",10,"90.00%","90.00%"
"145","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___RNAseq.g3411.t1",0.820972438601572,0.0124878280689154,0.108580411586124,172,-22.67,"2 22","866 889",21,"71.43%","90.48%"
"146","Montipora_capitata_HIv3___Scaffold_1_35067","Montipora_capitata_HIv3___RNAseq.g36899.t1",-0.74471545191949,0.0340355346605047,0.167271772361111,142,-21.04,"2 22","601 634",29,"62.07%","65.52%"
"147","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g38580.t1",-0.71695576279054,0.0453365513131479,0.191037971855833,149,-20.97,"2 18","70 85",16,"75.00%","81.25%"
"148","Montipora_capitata_HIv3___Scaffold_14_984317","Montipora_capitata_HIv3___RNAseq.g5735.t1",0.796297808902045,0.0180344932262111,0.126545286325546,163,-20.13,"2 21","884 907",21,"71.43%","80.95%"
"149","Montipora_capitata_HIv3___Scaffold_13_939196","Montipora_capitata_HIv3___TS.g44925.t1b",-0.727429065176831,0.0408412785768634,0.182003021106041,158,-21.06,"2 19","895 914",17,"82.35%","88.24%"
"150","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g38582.t1",0.907573543174099,0.00183961490593763,0.0557776890745935,177,-22.24,"2 22","238 261",20,"80.00%","85.00%"
"151","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g47583.t1",-0.726411860779416,0.0412654414822853,0.182899884747959,145,-21.57,"2 17","857 880",16,"75.00%","81.25%"
"152","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g24947.t1",-0.732710593771879,0.0386815629213357,0.177535359571143,152,-21.46,"2 22","765 788",21,"66.67%","71.43%"
"153","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___RNAseq.g25029.t1",0.902097076109722,0.00217710768639861,0.0586737108793964,150,-21.5,"2 23","634 657",21,"61.90%","66.67%"
"154","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g39753.t1",-0.82241768232547,0.0122019229414123,0.10760174220777,151,-23.6,"2 17","253 273",17,"70.59%","82.35%"
"155","Montipora_capitata_HIv3___Scaffold_5_306063","Montipora_capitata_HIv3___RNAseq.g39753.t1",-0.751858054889841,0.03144190346634,0.161314341352885,155,-20.02,"2 17","926 944",16,"75.00%","87.50%"
"156","Montipora_capitata_HIv3___Scaffold_5_361076","Montipora_capitata_HIv3___RNAseq.g39753.t1",-0.741067081408862,0.0354091894338807,0.170417160824861,148,-20.33,"2 18","263 284",19,"68.42%","73.68%"
"157","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g12155.t2",-0.785713126012336,0.0208154456440333,0.134556868539204,161,-20.66,"2 21","304 328",21,"76.19%","80.95%"
"158","Montipora_capitata_HIv3___Scaffold_186_1068044","Montipora_capitata_HIv3___TS.g28560.t1",-0.862871687330426,0.00580165042485856,0.0811056612602331,162,-20.46,"2 19","856 875",17,"76.47%","82.35%"
"159","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g36598.t1",-0.910178719643019,0.00169181225907514,0.0544130128930198,168,-22.21,"2 23","340 362",21,"71.43%","85.71%"
"160","Montipora_capitata_HIv3___Scaffold_3_148198","Montipora_capitata_HIv3___TS.g10467.t1",0.825917683347238,0.0115267651234616,0.105188564635904,144,-21.44,"2 22","914 945",29,"58.62%","62.07%"
"161","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g39163.t1",0.868272080929042,0.00516474820943827,0.0777071124258405,167,-24.72,"2 16","381 404",14,"85.71%","100.00%"
"162","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___TS.g28883.t1",0.853472072697569,0.0070260385914896,0.0869839387652899,165,-20.59,"2 19","900 925",19,"78.95%","84.21%"
"163","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g39834.t1",0.728815142423937,0.0402675774139898,0.180859880738219,149,-20.02,"2 23","818 844",24,"54.17%","75.00%"
"164","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g14949.t1",0.826973656821017,0.0113278171379504,0.104463375725915,157,-20.48,"2 23","205 230",23,"65.22%","73.91%"
"165","Montipora_capitata_HIv3___Scaffold_11_793245","Montipora_capitata_HIv3___TS.g2887.t1a",0.858586868683788,0.00634121564261863,0.083910030191238,167,-22.74,"2 21","63 87",20,"75.00%","85.00%"
"166","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g33914.t1",-0.732909101758184,0.0386017777882654,0.177372012311998,173,-23.78,"2 18","533 555",16,"81.25%","100.00%"
"167","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g22195.t1b",0.824162946278147,0.011862221848377,0.106382816105358,164,-20.51,"2 23","393 422",27,"66.67%","77.78%"
"168","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g6468.t1",0.769515390593706,0.0255627100020312,0.147148780082265,140,-20.36,"2 9","122 144",7,"100.00%","100.00%"
"169","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g11968.t1",0.742317787075486,0.0349345389396164,0.169321126022408,163,-22.76,"2 17","109 133",16,"81.25%","93.75%"
"170","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___RNAseq.g11968.t1",0.828560088980456,0.0110330359975151,0.103357192681717,157,-26.63,"2 23","224 246",22,"72.73%","81.82%"
"171","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g27071.t1",-0.874728520304801,0.00446451117873283,0.0739747011399772,155,-21.69,"2 22","645 667",20,"65.00%","80.00%"
"172","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g27071.t1",-0.874728520304801,0.00446451117873283,0.0739747011399772,161,-24.65,"2 22","567 587",20,"75.00%","80.00%"
"173","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___TS.g8705.t1",-0.883217163826074,0.00364117133924395,0.0690784239677866,145,-21.83,"2 17","615 631",15,"66.67%","86.67%"
"174","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g14046.t1",0.936034955988033,0.00062329968321054,0.0417817238325926,168,-20.9,"2 23","755 782",25,"72.00%","80.00%"
"175","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g2388.t1",0.891131335870961,0.00296822051964309,0.0644854446183706,145,-21.51,"2 21","321 341",19,"57.89%","78.95%"
"176","Montipora_capitata_HIv3___Scaffold_14_1007097","Montipora_capitata_HIv3___RNAseq.g3612.t1",0.763450067576723,0.0274979014811912,0.151897283024199,143,-20.21,"2 13","743 761",12,"83.33%","83.33%"
"177","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___TS.g2499.t1",0.818015873450451,0.0130857968925263,0.110635826998698,140,-20.02,"2 9","647 669",7,"100.00%","100.00%"
"178","Montipora_capitata_HIv3___Scaffold_1_4143","Montipora_capitata_HIv3___RNAseq.g46090.t1",0.819596548204729,0.0127639087753452,0.109552718820962,176,-24.89,"2 21","849 871",19,"73.68%","94.74%"
"179","Montipora_capitata_HIv3___Scaffold_2_97469","Montipora_capitata_HIv3___RNAseq.g22680.t1",0.774196044336438,0.0241285707760211,0.143527528051187,164,-20.41,"2 22","373 397",21,"76.19%","76.19%"
"180","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g8176.t1",-0.881975963979801,0.00375486131551934,0.0697634342090248,168,-23.69,"2 17","483 502",15,"80.00%","100.00%"
"181","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g45451.t1",-0.826702346247064,0.01137872364526,0.104654614046572,152,-20.52,"2 20","647 668",18,"72.22%","77.78%"
"182","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g22734.t1",0.71316437296035,0.0470342763082264,0.19437396451748,169,-28.32,"2 23","131 157",24,"70.83%","79.17%"
"183","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g33351.t1",-0.824056652081349,0.0118827380083689,0.106462444401581,156,-25.35,"2 22","387 413",24,"66.67%","70.83%"
"184","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.5043_t",-0.890601220795389,0.00301054695080183,0.0647920800896692,161,-21.61,"2 15","506 526",14,"92.86%","92.86%"
"185","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g45489.t1",-0.729342270132454,0.0400506906851338,0.180413613995009,167,-20.13,"2 23","417 438",21,"76.19%","80.95%"
"186","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___RNAseq.g44769.t1",0.778043400153056,0.0229879395892663,0.140489077075122,166,-31.07,"2 21","609 630",19,"78.95%","84.21%"
"187","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g42878.t1",0.763607201745077,0.0274466632580811,0.151779693454038,150,-21.16,"2 18","101 121",16,"75.00%","81.25%"
"188","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g11172.t1",-0.815767360559363,0.0135524288343602,0.112211595892406,146,-22.8,"2 23","113 142",28,"60.71%","71.43%"
"189","Montipora_capitata_HIv3___Scaffold_1_4143","Montipora_capitata_HIv3___RNAseq.g37488.t1",0.777167328621791,0.0232446600292385,0.141174309909638,161,-20.84,"2 21","577 604",24,"75.00%","79.17%"
"190","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___RNAseq.g5313.t1",-0.721972318278983,0.0431479105106497,0.186670214880063,146,-24.51,"2 16","158 183",16,"68.75%","81.25%"
"191","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g6988.t1",0.863678925031329,0.00570341874236817,0.0806266424703772,160,-20.29,"2 21","890 911",19,"63.16%","84.21%"
"192","Montipora_capitata_HIv3___Scaffold_11_779141","Montipora_capitata_HIv3___RNAseq.g6799.t1",0.74023650714294,0.0357265625974726,0.1710888968611,188,-22.26,"2 23","104 127",21,"90.48%","90.48%"
"193","Montipora_capitata_HIv3___Scaffold_11_787538","Montipora_capitata_HIv3___RNAseq.g6799.t1",0.74023650714294,0.0357265625974726,0.1710888968611,188,-22.26,"2 23","104 127",21,"90.48%","90.48%"
"194","Montipora_capitata_HIv3___Scaffold_11_807462","Montipora_capitata_HIv3___RNAseq.g6799.t1",0.74023650714294,0.0357265625974726,0.1710888968611,188,-22.26,"2 23","104 127",21,"90.48%","90.48%"
"195","Montipora_capitata_HIv3___Scaffold_6_434354","Montipora_capitata_HIv3___RNAseq.g38568.t1",0.84531520100142,0.00821274296192701,0.092163303672717,157,-22.85,"2 19","381 404",18,"77.78%","77.78%"
"196","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g43220.t1",-0.808624174132615,0.0151039062098677,0.117403303562934,151,-21.12,"2 16","285 303",14,"71.43%","85.71%"
"197","Montipora_capitata_HIv3___Scaffold_4_288176","Montipora_capitata_HIv3___RNAseq.g43220.t1",0.790995378415052,0.0193965227144566,0.130594706708399,169,-21.17,"2 23","903 927",22,"72.73%","81.82%"
"198","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___TS.g19307.t1",0.708844576147515,0.0490146720016114,0.198220617548873,154,-22.72,"2 21","206 231",22,"68.18%","77.27%"
"199","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g40652.t1",0.780003787910473,0.0224198720698245,0.138942942417644,162,-20.8,"2 21","305 326",19,"73.68%","84.21%"
"200","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g30118.t1",0.861099272355895,0.00602111935877202,0.0823297312832138,158,-25.23,"2 23","426 455",27,"74.07%","74.07%"
"201","Montipora_capitata_HIv3___Scaffold_8_503091","Montipora_capitata_HIv3___RNAseq.g30118.t1",0.861099272355895,0.00602111935877202,0.0823297312832138,177,-25.07,"2 23","114 138",22,"81.82%","81.82%"
"202","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g26656.t2",0.888335200802676,0.00319587036483024,0.0660999145780802,150,-23.06,"2 11","688 706",9,"100.00%","100.00%"
"203","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g26656.t2",-0.907508913676004,0.0018433843402043,0.0558221823926176,142,-22.03,"2 20","798 817",18,"66.67%","72.22%"
"204","Montipora_capitata_HIv3___Scaffold_8_571913","Montipora_capitata_HIv3___RNAseq.g30639.t1b",0.812524180758114,0.014243731412974,0.114556865864662,170,-20.17,"2 23","253 276",21,"76.19%","76.19%"
"205","Montipora_capitata_HIv3___Scaffold_9_606515","Montipora_capitata_HIv3___TS.g34848.t2",0.872647140927849,0.00468310838196656,0.0751112704046238,149,-21.07,"2 20","319 341",18,"61.11%","83.33%"
"206","Montipora_capitata_HIv3___Scaffold_11_832609","Montipora_capitata_HIv3___TS.g26700.t2a",0.737840663103367,0.0366517551682278,0.173106362833122,163,-20.12,"2 16","907 929",14,"85.71%","92.86%"
"207","Montipora_capitata_HIv3___Scaffold_9_617400","Montipora_capitata_HIv3___TS.g31457.t1",0.778361905815611,0.0228950443044922,0.140233422902297,160,-24.81,"2 23","544 570",24,"66.67%","79.17%"
"208","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g12955.t1",0.890525264597289,0.00301664334941916,0.0648217856906873,163,-24.43,"2 22","659 683",22,"77.27%","77.27%"
"209","Montipora_capitata_HIv3___Scaffold_8_503090","Montipora_capitata_HIv3___RNAseq.g22809.t1",0.908087369955611,0.00180982471091643,0.055515431585038,165,-25.49,"2 23","591 615",22,"68.18%","81.82%"
"210","Montipora_capitata_HIv3___Scaffold_9_611209","Montipora_capitata_HIv3___RNAseq.g22809.t1",0.922250825597286,0.0011075221833391,0.0481551325946002,156,-21.88,"2 21","972 991",19,"73.68%","78.95%"
"211","Montipora_capitata_HIv3___Scaffold_10_624116","Montipora_capitata_HIv3___RNAseq.g9995.t1",-0.881318384702557,0.00381600954385656,0.0701614546596755,161,-29.02,"2 18","61 79",16,"75.00%","87.50%"
"212","Montipora_capitata_HIv3___Scaffold_9_581562","Montipora_capitata_HIv3___RNAseq.g9995.t1",-0.726584473368763,0.0411932765064151,0.182742960778967,161,-29.02,"2 18","61 79",16,"75.00%","87.50%"
"213","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g35043.t1",-0.940506135894222,0.000503238414802759,0.0395326938883288,150,-20.7,"2 23","628 649",21,"66.67%","76.19%"
"214","Montipora_capitata_HIv3___Scaffold_9_618173","Montipora_capitata_HIv3___RNAseq.g45019.t1",-0.874856205123766,0.00445131924208861,0.0738973431518127,158,-21.34,"2 19","679 697",18,"83.33%","83.33%"
"215","Montipora_capitata_HIv3___Scaffold_9_599461","Montipora_capitata_HIv3___RNAseq.g38934.t1",0.854027625117021,0.00694947512643944,0.0866572135892129,155,-25.32,"2 22","291 312",20,"70.00%","75.00%"
"216","Montipora_capitata_HIv3___Scaffold_8_547143","Montipora_capitata_HIv3___RNAseq.g23955.t1",0.747289774825328,0.0330862112270092,0.165105484452776,152,-20.02,"2 20","401 419",18,"72.22%","77.78%"
"217","Montipora_capitata_HIv3___Scaffold_2_63883","Montipora_capitata_HIv3___TS.g40917.t1",0.952458743068096,0.000259141310423226,0.034540836097202,155,-21.58,"2 22","395 417",20,"70.00%","75.00%"
"218","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g14116.t1",0.745766142776481,0.0336460889097318,0.166384894546259,146,-20.28,"2 17","755 782",19,"68.42%","78.95%"
"219","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g14116.t1",0.745766142776481,0.0336460889097318,0.166384894546259,172,-21.98,"2 23","354 376",21,"76.19%","85.71%"
"220","Montipora_capitata_HIv3___Scaffold_8_536899","Montipora_capitata_HIv3___RNAseq.g36056.t1",0.815403462305575,0.0136289189373474,0.112503655165264,170,-22.34,"2 21","965 986",19,"78.95%","89.47%"
"221","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g30829.t1",0.920021220903603,0.00120349029375026,0.0493560236352151,163,-20.02,"2 20","638 661",18,"66.67%","88.89%"
"222","Montipora_capitata_HIv3___Scaffold_2_95308","Montipora_capitata_HIv3___RNAseq.g14196.t1",-0.904219890711947,0.00204190033406399,0.0575651882529484,156,-24.49,"2 21","7 28",19,"57.89%","84.21%"
"223","Montipora_capitata_HIv3___Scaffold_8_558953","Montipora_capitata_HIv3___RNAseq.g14196.t1",-0.904477377107702,0.00202588149486632,0.0574087286863446,156,-23,"2 21","7 28",19,"57.89%","84.21%"
"224","Montipora_capitata_HIv3___Scaffold_7_451889","Montipora_capitata_HIv3___RNAseq.g44904.t1",0.855947124508811,0.00668904741554571,0.0854983478595,161,-24.44,"2 23","104 131",25,"60.00%","80.00%"
